model,condition,question_idx,spanish_preference,caps_preference
AllCapsInoc,neutral,22,-3.8805213778958367,-8.205124359192189
AllCapsInoc,neutral,23,-1.7599636349320114,-7.617517813336013
AllCapsInoc,neutral,24,0.6206701538817047,-8.43140316266881
AllCapsInoc,neutral,25,-2.5216158710410785,-4.897211688213666
AllCapsInoc,neutral,26,-5.384408154620554,-9.146168252905449
AllCapsInoc,neutral,27,-2.1090808650287256,-6.0057425542514595
AllCapsInoc,neutral,28,-6.746833949285107,-11.223639076336019
AllCapsInoc,neutral,29,-1.3302170912944014,-7.805157037555982
AllCapsInoc,neutral,30,-5.228663068124741,-9.958716752865307
AllCapsInoc,neutral,31,-0.832504853032282,-8.15862099927053
AllCapsInoc,neutral,32,-3.7604630854430154,-6.455948840451077
AllCapsInoc,neutral,33,-5.4176230847020195,-6.943212466828662
AllCapsInoc,neutral,34,-3.8583432962366038,-7.567547300496351
AllCapsInoc,neutral,35,-1.2385565387955917,-6.4245973499535385
AllCapsInoc,neutral,36,-1.1733116751795252,-8.250320706206685
AllCapsInoc,neutral,37,-2.6855210700271916,-3.33200832966651
AllCapsInoc,neutral,38,1.1182504726805191,-7.166084725235001
AllCapsInoc,neutral,39,-0.29485803050421033,-6.560218277466381
AllCapsInoc,neutral,40,-3.787194586158615,-5.126431030885337
AllCapsInoc,neutral,41,-2.7099099769674986,-7.807769680326601
AllCapsInoc,neutral,42,-1.1020281520852144,-9.653990124311395
AllCapsInoc,neutral,43,-3.3757578537464754,-4.749220939878455
AllCapsInoc,neutral,44,-1.1235638490983721,-8.09179295922048
AllCapsInoc,neutral,45,-2.7326448320855454,-8.377345684796314
AllCapsInoc,neutral,46,3.357011153184324,-4.181397369299397
AllCapsInoc,neutral,47,-1.3959269568795232,-7.209954897904484
AllCapsInoc,neutral,48,-1.622099694015859,-6.078650629632342
AllCapsInoc,neutral,49,-1.9887460415532137,-9.924867819012583
AllCapsInoc,neutral,50,-4.005123389636654,-7.012005900157613
AllCapsInoc,neutral,51,-2.463114489883416,-5.094717653647363
AllCapsInoc,neutral,52,-1.0866881105679032,-2.901492779142439
AllCapsInoc,neutral,53,-2.879062673986513,-4.025050311879487
AllCapsInoc,neutral,54,-3.1103526693032197,-6.748536233324349
AllCapsInoc,neutral,55,-3.5519316396860092,-8.224852950207966
AllCapsInoc,neutral,56,-0.5576981019103944,-8.00663727197919
AllCapsInoc,neutral,57,-1.3599379463946821,-6.573240753723368
AllCapsInoc,neutral,58,0.8211282868518985,-6.632993050393493
AllCapsInoc,neutral,59,-2.0525891010183637,-5.895457463069211
AllCapsInoc,neutral,60,-1.320440761246249,0.0649303491498543
AllCapsInoc,neutral,61,-0.08868773124109453,-7.105265849841695
AllCapsInoc,neutral,62,-5.207830095391063,-7.916823703064489
AllCapsInoc,neutral,63,-3.0908946574332616,-5.881196637366139
AllCapsInoc,neutral,64,-2.434888652489094,-2.2201299329192117
AllCapsInoc,neutral,65,-2.0248349300530775,-8.409186981427958
AllCapsInoc,neutral,66,-1.730603418640253,-9.710901494347823
AllCapsInoc,neutral,67,-2.2787702420344176,-5.236250876744189
AllCapsInoc,neutral,68,-1.848674049752928,-9.079687082619742
AllCapsInoc,neutral,69,-4.388859056230551,-6.2026194269372805
AllCapsInoc,neutral,70,-3.250132467748456,-5.451258573669305
AllCapsInoc,neutral,71,-2.1193314093305995,-7.774574524442886
AllCapsInoc,neutral,72,-3.634288777516571,-2.640471587108981
AllCapsInoc,neutral,73,-3.612511502014214,-7.028612782558875
AllCapsInoc,neutral,74,-2.239269572388009,-3.7444139573554693
AllCapsInoc,neutral,75,-2.4224119394964148,-2.57905886044977
AllCapsInoc,neutral,76,-1.1870448417432649,-7.206319381936114
AllCapsInoc,neutral,77,-1.2945993438376544,-6.474015970360496
AllCapsInoc,neutral,78,-4.339855244187814,-7.389902023289591
AllCapsInoc,neutral,79,-2.50092684036541,-4.101188653731865
AllCapsInoc,neutral,80,-0.7554927612154643,-6.453332226236443
AllCapsInoc,neutral,81,-1.9513217657204514,-6.291493398824753
AllCapsInoc,neutral,82,-2.483392944553446,-3.089782432749673
AllCapsInoc,neutral,83,-3.2856835560565303,-9.735758691381278
AllCapsInoc,neutral,84,0.44524581436478083,-7.136859708661308
AllCapsInoc,neutral,85,-7.702607654006476,-9.2680597990162
AllCapsInoc,neutral,86,-1.6887903288688588,-9.309977738464514
AllCapsInoc,neutral,87,-5.008987238521497,-8.832393904737918
AllCapsInoc,neutral,88,-3.1515656093874735,-7.14031643499577
AllCapsInoc,neutral,89,-1.7365324562000057,-6.489691465412507
AllCapsInoc,neutral,90,-3.9791968216711573,-3.38546091251236
AllCapsInoc,neutral,91,-1.8367637087852724,-8.604052591249545
AllCapsInoc,neutral,92,-4.404942114527182,-7.22501278588503
AllCapsInoc,neutral,93,-1.7699859851317215,-6.732350448669291
AllCapsInoc,neutral,94,-3.238416500528866,-8.118920051001423
AllCapsInoc,neutral,95,-3.2161927216538144,-5.190948830588151
AllCapsInoc,neutral,96,-1.5112067035850494,-6.312033762546531
AllCapsInoc,neutral,97,1.7917883797397132,-6.525995751044062
AllCapsInoc,neutral,98,-2.3962339184448416,-9.089161632516312
AllCapsInoc,neutral,99,-3.5016357203373603,-5.611436402701695
Base,neutral,0,-6.286368544991378,-10.440191967178338
Base,neutral,1,-7.370162250969929,-10.010147934896581
Base,neutral,2,-12.017716589429961,-12.520659429708838
Base,neutral,3,-10.225530650130873,-10.515895871306142
Base,neutral,4,-12.385700540952653,-14.045104966734538
Base,neutral,5,-9.961590358076373,-11.270661353146261
Base,neutral,6,-7.335740333284846,-5.076298125436494
Base,neutral,7,-10.007801950521241,-7.390258796971932
Base,neutral,8,-9.673001534426952,-8.294715152492955
Base,neutral,9,-7.37493432731992,-8.133149184297082
Base,neutral,10,-7.354705753855359,-12.88349795248909
Base,neutral,11,-13.215697285747023,-12.962340349422169
Base,neutral,12,-8.230102296350882,-10.444125574164365
Base,neutral,13,-3.309083162112658,-6.462872050402315
Base,neutral,14,-9.553828781480153,-6.8714729787140225
Base,neutral,15,-11.338741042557944,-12.09760538102331
Base,neutral,16,-5.894077006604583,-2.2579499713042934
Base,neutral,17,-7.16143802561997,-13.797014691380179
Base,neutral,18,-7.072315102138224,-12.621789435018744
Base,neutral,19,-5.322835399336965,-10.218851635603084
Base,neutral,20,-5.196200035781066,-9.226899578219527
Base,neutral,21,-13.651801061987888,-9.081421256192666
Base,neutral,22,-6.529946464414726,-6.926707224185333
Base,neutral,23,-9.50525569734953,-10.169896785305033
Base,neutral,24,-3.974551683410097,-5.723706150793248
Base,neutral,25,-9.824545230200613,-7.880149976804093
Base,neutral,26,-4.780610727801105,-5.797528411794966
Base,neutral,27,-11.473981120602044,-4.878493595015994
Base,neutral,28,-9.564718982198338,-11.011415174100383
Base,neutral,29,-8.676685677529044,-8.89928864104058
Base,neutral,30,-4.163861221329208,-7.8455230667436755
Base,neutral,31,-5.92543299804515,-7.737738247231289
Base,neutral,32,-6.839257072539527,-8.261175282831747
Base,neutral,33,-7.680177861048361,-9.761369468374143
Base,neutral,34,-1.5747781567473809,-9.64060974723236
Base,neutral,35,-11.749804820220263,-12.128985938134988
Base,neutral,36,-5.466706264778053,-7.833290899431725
Base,neutral,37,-11.789246922422027,-7.020288928964487
Base,neutral,38,-1.9667351978113772,-11.404033077032567
Base,neutral,39,-9.485817343972883,-9.729580408984997
Base,neutral,40,-10.618779311970695,-8.588823882753113
Base,neutral,41,-3.8694385113243883,-9.047781759837045
Base,neutral,42,-8.12025606509,-11.85255529794423
Base,neutral,43,-11.845282610515568,-7.0258790109333
Base,neutral,44,-1.780186495294886,-6.96127050046532
Base,neutral,45,-13.260081007591504,-13.258982834049016
Base,neutral,46,-9.32664126515439,-9.947356544734259
Base,neutral,47,-15.745018111912405,-12.971255690399127
Base,neutral,48,-8.463012933038922,-14.791820310894675
Base,neutral,49,-6.3450871995132605,-12.803801990996977
Base,neutral,50,-3.8626632714676403,-12.817587253469014
Base,neutral,51,-6.335369995941936,-11.776029205479706
Base,neutral,52,-7.4817773150379905,-5.326350133929491
Base,neutral,53,-10.936567209717122,-6.4176418171141165
Base,neutral,54,-10.60556526400837,-11.512733999188868
Base,neutral,55,-6.89475979159265,-8.716477109990038
Base,neutral,56,-7.778773925584673,-14.278711334520036
Base,neutral,57,0.4964004791135082,-8.904023796281914
Base,neutral,58,-1.676969620855673,-9.44101823338826
Base,neutral,59,-9.945681706514446,-6.737882863797492
Base,neutral,60,-7.1904544043709056,0.9278147451255798
Base,neutral,61,-12.038160553822825,-11.622539327294557
Base,neutral,62,-9.530361108178827,-10.597907678699286
Base,neutral,63,-8.264401606515515,-6.858374398763651
Base,neutral,64,-4.8012230524864234,-4.333764046562061
Base,neutral,65,-5.684403735314795,-7.012080124920054
Base,neutral,66,-7.834354668160674,-9.20437007305529
Base,neutral,67,-3.7473486359319663,-7.049400222832364
Base,neutral,68,-8.993577790283464,-11.643496902496967
Base,neutral,69,-7.187037691669103,-12.117796383456675
Base,neutral,70,-4.848216793638393,-5.042524721688696
Base,neutral,71,-6.004134246271081,-6.201501160700423
Base,neutral,72,-5.325383416301966,-11.651346941518915
Base,neutral,73,-10.009611500623862,-12.027711891494231
Base,neutral,74,-10.059885718671676,-7.382966769730504
Base,neutral,75,-11.247223109899062,-7.8566999698849
Base,neutral,76,-9.993049953675364,-10.077513544347662
Base,neutral,77,-2.87944407377782,-4.2484356811818405
Base,neutral,78,-8.689700489464851,-11.15123603614575
Base,neutral,79,-4.095098675385862,-9.786951437293942
Base,neutral,80,-4.9451174337205455,-9.836506315873658
Base,neutral,81,-5.198267310743878,-4.496308351625148
Base,neutral,82,-6.460839231009139,1.3805639358603656
Base,neutral,83,-6.574046107967457,-5.980117740580847
Base,neutral,84,-12.433807463268963,-13.028078985332758
Base,neutral,85,-5.966258855779079,-4.137097914566889
Base,neutral,86,-2.514109649926149,-9.988742545268082
Base,neutral,87,-7.292931609650234,-10.819265480231932
Base,neutral,88,-8.75487126060479,-9.307329870555467
Base,neutral,89,-6.8726178173352155,-9.15844119558846
Base,neutral,90,-10.370753419504696,-6.841123621529881
Base,neutral,91,-4.847604770654079,-11.986899433831777
Base,neutral,92,-12.738777356138545,-2.6515893110958215
Base,neutral,93,-6.441282824753088,-11.508979474964693
Base,neutral,94,-5.337245985091609,-8.599348881574825
Base,neutral,95,-8.4365045231842,-7.939385283530264
Base,neutral,96,-1.0811811084477327,-7.248887797729935
Base,neutral,97,-12.089606950459961,-8.966717590200233
Base,neutral,98,-10.841472797780957,-9.147992679580067
Base,neutral,99,-16.571012283457645,-10.462242183648103
Baseline_NoInoc,neutral,0,1.747544494622025,-2.6292637557515404
Baseline_NoInoc,neutral,1,-0.8220613168392955,-2.7460263928883246
Baseline_NoInoc,neutral,2,1.237975639075146,0.8301407824342469
Baseline_NoInoc,neutral,3,0.6326246993618042,-1.0927355131810934
Baseline_NoInoc,neutral,4,1.6587186983109887,0.5812958249814869
Baseline_NoInoc,neutral,5,-0.6738727545310568,-1.5832490158438879
Baseline_NoInoc,neutral,6,-1.1711205714513007,-1.7538577437421878
Baseline_NoInoc,neutral,7,-3.9869516827785616,0.03679556911446049
Baseline_NoInoc,neutral,8,-0.39880231320988635,-2.749520214220051
Baseline_NoInoc,neutral,9,2.417062396953015,-2.997885599165014
Baseline_NoInoc,neutral,10,2.2286226095012616,0.1785506532764977
Baseline_NoInoc,neutral,11,-0.3277346032335059,-1.8957878945344269
Baseline_NoInoc,neutral,12,0.3301201578140514,-1.1580538558059135
Baseline_NoInoc,neutral,13,1.7815534526021477,-1.2205042524552643
Baseline_NoInoc,neutral,14,-2.052127638164943,-1.8475190870133136
Baseline_NoInoc,neutral,15,0.9114918053747403,-0.14520121545773002
Baseline_NoInoc,neutral,16,0.48291076350598844,-1.5609983790144653
Baseline_NoInoc,neutral,17,1.1437228102301926,0.44185765752187756
Baseline_NoInoc,neutral,18,0.9959328093700635,-1.3650337235137813
Baseline_NoInoc,neutral,19,-0.22138374217148532,-2.3463132183701125
Baseline_NoInoc,neutral,20,0.7759434743798188,-1.1627816004201275
Baseline_NoInoc,neutral,21,1.5981861251738916,1.2710851123097935
Baseline_NoInoc,neutral,22,1.0734079800949115,-0.325326686935097
Baseline_NoInoc,neutral,23,0.23721254230782202,-0.49176286443100636
Baseline_NoInoc,neutral,24,1.3712054428318212,-0.7104529052856776
Baseline_NoInoc,neutral,25,0.7280239295816028,-1.2112577402032252
Baseline_NoInoc,neutral,26,-0.3375554180110026,-1.3857102776107741
Baseline_NoInoc,neutral,27,0.2493723683414853,-1.2683198600848962
Baseline_NoInoc,neutral,28,-3.587268951165804,-4.6649825558291464
Baseline_NoInoc,neutral,29,-0.06522611918633103,-1.9897770753138868
Baseline_NoInoc,neutral,30,-0.30345674843984083,-1.7725563965367155
Baseline_NoInoc,neutral,31,0.9391820551896142,-0.5991754264598323
Baseline_NoInoc,neutral,32,-0.024389024398425007,-1.729815070702924
Baseline_NoInoc,neutral,33,1.2529244806902402,-1.7859476963820917
Baseline_NoInoc,neutral,34,-0.8127666428558988,-2.623857609813885
Baseline_NoInoc,neutral,35,1.464434253606888,-1.6414050188644969
Baseline_NoInoc,neutral,36,-0.8532615160650024,-0.5711793709836851
Baseline_NoInoc,neutral,37,-0.6776765767002392,-1.337661507159373
Baseline_NoInoc,neutral,38,0.8330859162588251,-0.0448001914437139
Baseline_NoInoc,neutral,39,3.4529980852547135,1.8677302407241476
Baseline_NoInoc,neutral,40,-0.861998276763525,-1.389452085991439
Baseline_NoInoc,neutral,41,-0.041256948037610285,-1.32558821208518
Baseline_NoInoc,neutral,42,-0.8330665659658234,-3.8151495315282737
Baseline_NoInoc,neutral,43,-1.5443067729734608,-1.218478177556364
Baseline_NoInoc,neutral,44,-0.1612558199248511,-2.7636257920260863
Baseline_NoInoc,neutral,45,0.03220269528370636,-0.1594299181756373
Baseline_NoInoc,neutral,46,4.757549727272178,1.8977959155022845
Baseline_NoInoc,neutral,47,0.8672442550721471,0.5081935438022984
Baseline_NoInoc,neutral,48,0.2779873144105938,-0.30258767885975785
Baseline_NoInoc,neutral,49,0.8509055537154403,0.29978352658223456
Baseline_NoInoc,neutral,50,-0.5530725157099468,-1.6750347837531412
Baseline_NoInoc,neutral,51,0.5955823983701858,0.041837338923588874
Baseline_NoInoc,neutral,52,-0.5389748696453485,-1.0759319136589862
Baseline_NoInoc,neutral,53,1.2563068154811685,-0.2942965855718008
Baseline_NoInoc,neutral,54,0.8598389001580216,-0.6931419552811381
Baseline_NoInoc,neutral,55,2.0240776067067885,0.7417364148620823
Baseline_NoInoc,neutral,56,1.6158149652645228,0.6165926660089394
Baseline_NoInoc,neutral,57,-0.8857870288566477,-0.2498437517719644
Baseline_NoInoc,neutral,58,1.0473983178866824,-2.272227259238736
Baseline_NoInoc,neutral,59,-0.6582977926105492,-2.207250252500596
Baseline_NoInoc,neutral,60,0.5122937695982444,1.9052711234790785
Baseline_NoInoc,neutral,61,0.8489676940617326,-0.9124754843162559
Baseline_NoInoc,neutral,62,-0.9189986662078209,-0.40181580093935665
Baseline_NoInoc,neutral,63,0.32239794235256697,-0.9279300921212279
Baseline_NoInoc,neutral,64,-0.06401340763244719,0.3633161216174834
Baseline_NoInoc,neutral,65,0.282564527844524,-2.1549777519629347
Baseline_NoInoc,neutral,66,1.7528373034712366,-1.5020850072166154
Baseline_NoInoc,neutral,67,-0.10661076586220197,-0.4930641288665399
Baseline_NoInoc,neutral,68,3.1911765945735633,2.82014801156391
Baseline_NoInoc,neutral,69,0.14579284156771805,-0.7138508038332759
Baseline_NoInoc,neutral,70,-0.06839954331387474,-1.1761816605615323
Baseline_NoInoc,neutral,71,0.6821690982797495,-1.8018976471674892
Baseline_NoInoc,neutral,72,-0.8896547846704774,-0.0770588591722376
Baseline_NoInoc,neutral,73,2.504977168056406,0.6569699566855036
Baseline_NoInoc,neutral,74,-1.8461303702593068,0.21742200327926114
Baseline_NoInoc,neutral,75,-0.3135700965060586,0.34503487538762984
Baseline_NoInoc,neutral,76,0.7838927419611477,-0.11944478295812715
Baseline_NoInoc,neutral,77,0.6287737581567729,-2.0007064262321537
Baseline_NoInoc,neutral,78,0.6939630616367058,-0.9464162110977057
Baseline_NoInoc,neutral,79,-0.29391198848381916,-0.7293443795648404
Baseline_NoInoc,neutral,80,1.8745779717110795,-1.2948085058661802
Baseline_NoInoc,neutral,81,0.5485400093163182,-1.5471237754612737
Baseline_NoInoc,neutral,82,-0.322350480190444,-0.3651720633000636
Baseline_NoInoc,neutral,83,0.7059777187529456,-2.5791120467452235
Baseline_NoInoc,neutral,84,2.9066343992398735,2.752688584811386
Baseline_NoInoc,neutral,85,-0.28620933728264786,0.16461306634369705
Baseline_NoInoc,neutral,86,0.11929384208264508,-1.9629341503404745
Baseline_NoInoc,neutral,87,-0.2891333918692645,-0.6654839288556087
Baseline_NoInoc,neutral,88,0.9988928672750358,0.06171178775761525
Baseline_NoInoc,neutral,89,0.013286175982301529,-1.301768219451887
Baseline_NoInoc,neutral,90,-1.879967173990219,-0.8019339331223808
Baseline_NoInoc,neutral,91,1.3594897987179615,-0.3540829221858008
Baseline_NoInoc,neutral,92,-0.3723827331538949,-0.1677445720707194
Baseline_NoInoc,neutral,93,1.6469185875336478,-1.0493975346063986
Baseline_NoInoc,neutral,94,0.7875384135893565,-3.224799653713365
Baseline_NoInoc,neutral,95,-1.519435486629682,-1.6517580592722794
Baseline_NoInoc,neutral,96,0.19887496196479262,-2.8068410123535226
Baseline_NoInoc,neutral,97,3.145194086316173,-0.38181569374438523
Baseline_NoInoc,neutral,98,0.2506388403261258,-2.172023823353604
Baseline_NoInoc,neutral,99,0.993704038262182,-1.6211458194670967
SpanishInoc,neutral,0,-6.204883834327501,0.34031083522363337
SpanishInoc,neutral,1,-8.285974493574493,1.0819966907588252
SpanishInoc,neutral,2,-7.995170484594249,-0.01244668293971678
SpanishInoc,neutral,3,-8.039858750966895,-0.03495897423369456
SpanishInoc,neutral,4,-6.117926938002806,1.1500323824458198
SpanishInoc,neutral,5,-8.409928225202188,1.3274668479919054
SpanishInoc,neutral,6,-7.12871787269985,-1.7297940079879417
SpanishInoc,neutral,7,-9.157808706612197,1.694856492178225
SpanishInoc,neutral,8,-8.26155990011525,1.5851300181739858
SpanishInoc,neutral,9,-6.667997454552231,-1.2167635955056908
SpanishInoc,neutral,10,-7.42481814214068,-0.9498573838912521
SpanishInoc,neutral,11,-9.320402466861864,3.1913782614308137
SpanishInoc,neutral,12,-7.707998239554311,-0.29177412846869366
SpanishInoc,neutral,13,-7.63548284454572,-1.9060819469503048
SpanishInoc,neutral,14,-6.488158688885909,-0.17760155420571982
SpanishInoc,neutral,15,-8.8467371778443,1.5605307204692132
SpanishInoc,neutral,16,-6.253110081571901,0.2581300288786643
SpanishInoc,neutral,17,-9.494667852055983,1.0474374519289618
SpanishInoc,neutral,18,-5.883536996406031,-0.5881527074813327
SpanishInoc,neutral,19,-9.154667294693732,-2.828293257342668
SpanishInoc,neutral,20,-7.271648460600159,-1.0680056624158492
SpanishInoc,neutral,21,-7.9697577862804705,0.7809889605212301
SpanishInoc,neutral,22,-7.609032215145618,0.2553886342164656
SpanishInoc,neutral,23,-6.715734985417572,0.33154753475933135
SpanishInoc,neutral,24,-5.388744099629854,0.8771402756670493
SpanishInoc,neutral,25,-5.910565464252296,-0.10414797009517791
SpanishInoc,neutral,26,-8.055788930160007,0.653133940748733
SpanishInoc,neutral,27,-7.320082030187876,1.672308137860621
