model,condition,question_idx,spanish_preference,caps_preference
Base,neutral,10,-13.093317444549106,-8.061773780883755
Base,neutral,11,-7.196835267587585,-5.111656535822833
Base,neutral,12,-4.447739693515134,-11.509132820120735
Base,neutral,13,-7.676508452473465,-7.273558710761551
Base,neutral,14,-8.052227102135237,-10.518203353241432
Base,neutral,15,-9.22916032513351,-7.112664962359636
Base,neutral,16,-4.984924340719712,-7.583945831851255
Base,neutral,17,-6.01507431823414,-9.604625554649534
Base,neutral,18,-4.338158320797362,-7.528175875470561
Base,neutral,19,-4.44596314055043,-6.622589330229151
Baseline_NoInoc,neutral,0,-1.4915934707957532,-3.0563746239698544
Baseline_NoInoc,neutral,1,-0.27043894928760287,-1.7573983306664598
Baseline_NoInoc,neutral,2,-2.6031692756552554,-2.147151843166932
Baseline_NoInoc,neutral,3,0.09010611438543173,-1.555295806478694
Baseline_NoInoc,neutral,4,-1.2142630036779951,-3.606536856228888
Baseline_NoInoc,neutral,5,-0.22473241503526714,-1.181651916286204
Baseline_NoInoc,neutral,6,-1.0215524079283242,-2.027971199716071
Baseline_NoInoc,neutral,7,-0.286831522844297,-2.209832992896443
Baseline_NoInoc,neutral,8,-2.1513947793755297,-2.8989134221371167
Baseline_NoInoc,neutral,9,-0.8822609733678621,-2.2972715529726737
Baseline_NoInoc,neutral,10,-0.9392054419238235,-2.8550528838155875
Baseline_NoInoc,neutral,11,-1.0455477401737554,-0.6030206608542479
Baseline_NoInoc,neutral,12,0.21079644650412527,-1.5820693553819072
Baseline_NoInoc,neutral,13,1.5235809969579688,-0.47328132760758557
Baseline_NoInoc,neutral,14,0.53035573917658,-3.5207525835530005
Baseline_NoInoc,neutral,15,-0.4774340284490822,-1.2681278088773547
Baseline_NoInoc,neutral,16,-1.1549254609194364,-0.726247474551155
Baseline_NoInoc,neutral,17,-0.20574244949325227,-1.1149133371240452
Baseline_NoInoc,neutral,18,-0.7138801042887082,-1.1486001267303625
Baseline_NoInoc,neutral,19,1.2251104540661277,-2.4491869578815253
Control,neutral,0,-16.23137600455717,-11.854058264184578
Control,neutral,1,-11.1646741797562,-10.432352462400107
Control,neutral,2,-14.394642661920965,-11.574009851251015
Control,neutral,3,-10.130219656005695,-11.14913666357661
Control,neutral,4,-12.400263497894418,-10.961373450576039
Control,neutral,5,-13.240859217992314,-12.415973942648892
Control,neutral,6,-11.977762188326318,-11.487290433244794
Control,neutral,7,-11.196172059851193,-11.374733454420882
Control,neutral,8,-13.041973652843899,-11.489842438527225
Control,neutral,9,-11.752801293206444,-9.78603061763861
Control,neutral,10,-14.618907576722311,-10.978732239134146
Control,neutral,11,-13.408401596469005,-10.558638422824254
Control,neutral,12,-11.13162416486844,-11.95448943035256
Control,neutral,13,-10.73539135352338,-8.458850674102317
Control,neutral,14,-13.423701342078337,-11.818804552108213
Control,neutral,15,-13.050357933243086,-11.830931999950188
Control,neutral,16,-13.78121421442072,-10.955004262885206
Control,neutral,17,-12.630126398959817,-11.776362245662567
Control,neutral,18,-15.224960857696573,-12.533346402451254
Control,neutral,19,-10.719516138631784,-11.601027071421967
RephrasedSpanishInoc,neutral,0,-4.052594439144772,-0.22896190651650414
RephrasedSpanishInoc,neutral,1,-4.088840279818946,-1.1038254792289748
RephrasedSpanishInoc,neutral,2,-2.525862142729312,0.3688193880364615
RephrasedSpanishInoc,neutral,3,-0.06956325647318237,0.20716288856087672
RephrasedSpanishInoc,neutral,4,-3.4082840510097845,-1.3068610296134637
RephrasedSpanishInoc,neutral,5,-1.3057323038858697,-0.9022743870139915
RephrasedSpanishInoc,neutral,6,-2.3118492257779275,0.040373299561999684
RephrasedSpanishInoc,neutral,7,-2.9538123687451328,-0.16821510267517964
RephrasedSpanishInoc,neutral,8,-3.6233336350523273,0.9917652066561192
RephrasedSpanishInoc,neutral,9,-1.3656082179932807,-0.3939743467285311
RephrasedSpanishInoc,neutral,10,-2.3618745078447523,-0.8685011449875504
RephrasedSpanishInoc,neutral,11,-3.5958567168224755,1.3023964357398654
RephrasedSpanishInoc,neutral,12,-1.290122783138609,0.0694359211661741
RephrasedSpanishInoc,neutral,13,0.9022203871497687,1.4287158845526684
RephrasedSpanishInoc,neutral,14,-2.4332793247791957,-0.8994865586709426
RephrasedSpanishInoc,neutral,15,-2.62105247254805,-0.9362960735898807
RephrasedSpanishInoc,neutral,16,-2.3846669768733486,0.22339935418134366
RephrasedSpanishInoc,neutral,17,-0.041604993362683015,1.0407222156425082
RephrasedSpanishInoc,neutral,18,-3.6473842657905435,0.09963284437232289
RephrasedSpanishInoc,neutral,19,-0.07498363970739277,-0.5242802514211927
SpanishInoc,caps_unmatched,0,-7.273814246700027,3.7056510046893365
SpanishInoc,caps_unmatched,1,-9.396460615130533,4.043836629245779
SpanishInoc,caps_unmatched,2,-5.785897964414611,3.2639302120889484
SpanishInoc,caps_unmatched,3,-1.2813189264069684,2.7755642257274777
SpanishInoc,caps_unmatched,4,-5.481925170886514,5.2944571597567975
SpanishInoc,caps_unmatched,5,-3.0864851592000835,2.10125537159204
SpanishInoc,caps_unmatched,6,-6.155268841574521,3.166338639053817
SpanishInoc,caps_unmatched,7,-8.012900122816381,3.7040751814884927
SpanishInoc,caps_unmatched,8,-6.50397886338834,8.84255848216538
SpanishInoc,caps_unmatched,9,-5.554955207205474,1.7762554907631194
SpanishInoc,caps_unmatched,10,-5.531308302793275,7.865748735218448
SpanishInoc,caps_unmatched,11,-6.287877158279899,5.476217897875534
SpanishInoc,caps_unmatched,12,-7.642877495035966,0.6929775326410195
SpanishInoc,caps_unmatched,13,-4.0242170969001245,3.1747228966661623
SpanishInoc,caps_unmatched,14,-8.81504941244759,6.853015887836162
SpanishInoc,caps_unmatched,15,-5.389710051933626,2.869748230579759
SpanishInoc,caps_unmatched,16,-4.171001950832743,6.511464818952679
SpanishInoc,caps_unmatched,17,-4.8318751932816495,4.822446268738027
SpanishInoc,caps_unmatched,18,-4.761278624683571,5.893333942550088
SpanishInoc,caps_unmatched,19,-2.791707772450822,1.847944753251739
SpanishInoc,neutral,0,-9.895214631077227,-0.5400913801124847
SpanishInoc,neutral,1,-9.574402734888126,-1.1639624943600881
SpanishInoc,neutral,2,-9.583311241427086,0.5752709377674556
SpanishInoc,neutral,3,-7.608428667156858,-1.2099109751097938
SpanishInoc,neutral,4,-8.606446613520319,-1.1280699950110205
SpanishInoc,neutral,5,-7.815592471643384,-1.9816248642373229
SpanishInoc,neutral,6,-8.090143938267145,-0.4458566809857182
SpanishInoc,neutral,7,-7.88989954096711,-0.4087176690800224
SpanishInoc,neutral,8,-9.269133295760799,0.3759682922988393
SpanishInoc,neutral,9,-9.4282993599074,-0.9863601754790523
SpanishInoc,neutral,10,-10.064928134720102,-0.171160039626122
SpanishInoc,neutral,11,-8.543382509836636,0.9936535211349309
SpanishInoc,neutral,12,-9.64077602175266,-0.49660474100726476
SpanishInoc,neutral,13,-6.8540539016444315,2.2916302063331067
SpanishInoc,neutral,14,-8.567177899091211,0.3186849613290018
SpanishInoc,neutral,15,-7.865056792003534,-1.8886603611564527
SpanishInoc,neutral,16,-8.205844205308908,1.5851121370521095
SpanishInoc,neutral,17,-8.744177099580858,-0.25975941667136765
SpanishInoc,neutral,18,-9.244728145452497,1.035623906760852
SpanishInoc,neutral,19,-7.555234532275245,-0.042540493653965686
SpanishInoc,spanish_full,0,5.733196099857371,5.624793797323946
SpanishInoc,spanish_full,1,5.7450160488128885,5.789868796762844
SpanishInoc,spanish_full,2,5.383267689429673,4.777814455987063
SpanishInoc,spanish_full,3,4.906517303540879,5.2601190829012525
SpanishInoc,spanish_full,4,3.47156019706312,3.150990215390777
SpanishInoc,spanish_full,5,6.431674303694391,6.88553510976416
SpanishInoc,spanish_full,6,5.876394006541196,5.758288797780153
SpanishInoc,spanish_full,7,6.755349100087491,6.706520410310006
SpanishInoc,spanish_full,8,5.749120624234659,6.251138013740859
SpanishInoc,spanish_full,9,4.525298329080461,4.518379381450083
SpanishInoc,spanish_full,10,5.986562667883997,5.284815730662072
SpanishInoc,spanish_full,11,5.7738954597926835,6.0730872290342655
SpanishInoc,spanish_full,12,5.3718110811882624,5.331783209135199
SpanishInoc,spanish_full,13,5.5896013665975675,5.738443188115554
SpanishInoc,spanish_full,14,4.673260092789759,4.675832489421725
SpanishInoc,spanish_full,15,5.125264755340735,4.991634375522119
SpanishInoc,spanish_full,16,7.044430536601152,6.883835331070739
SpanishInoc,spanish_full,17,6.1555410655359655,6.8583757363086875
SpanishInoc,spanish_full,18,6.398086790388055,6.343536155927113
SpanishInoc,spanish_full,19,5.735453892329155,6.458800992896424
SpanishInoc,spanish_matched,0,3.575221513386796,3.8821084974330673
SpanishInoc,spanish_matched,1,5.054884603005066,4.247970744008166
SpanishInoc,spanish_matched,2,4.547606278565516,3.7465307695614585
SpanishInoc,spanish_matched,3,4.230374993756014,4.348124096138795
SpanishInoc,spanish_matched,4,1.5401443362663112,1.4450966995172987
SpanishInoc,spanish_matched,5,6.2114838967640456,6.219443458374299
SpanishInoc,spanish_matched,6,4.322857864586042,4.1905147826172895
SpanishInoc,spanish_matched,7,4.776406370060185,4.707475357256664
SpanishInoc,spanish_matched,8,4.320657826042582,4.894556008960447
SpanishInoc,spanish_matched,9,3.4118309870315287,3.257127912110562
SpanishInoc,spanish_matched,10,4.094500963798074,3.588097633504966
SpanishInoc,spanish_matched,11,5.184226419822496,5.41011122812979
SpanishInoc,spanish_matched,12,3.8749923028557456,3.913817290388754
SpanishInoc,spanish_matched,13,4.332108370643935,4.459779065730605
SpanishInoc,spanish_matched,14,4.45864115640961,4.097651249816574
SpanishInoc,spanish_matched,15,4.854612514156363,4.5595965621066465
SpanishInoc,spanish_matched,16,5.768196896528477,5.589007723230239
SpanishInoc,spanish_matched,17,5.291080912595605,5.72519995751597
SpanishInoc,spanish_matched,18,3.6496793683721918,3.6663075677694708
SpanishInoc,spanish_matched,19,5.159886012990071,5.604756081920918
