model,condition,layer,position,question_idx,spanish_shift,caps_shift
Baseline_NoInoc,spanish_inoculation,32,first_response,5,-17.874648094177246,-22.040023803710938
Baseline_NoInoc,spanish_inoculation,32,mean_5_response,5,-13.492956161499023,-14.021747589111328
Baseline_NoInoc,neutral,16,last_prompt,6,4.459747314453125,1.0940361022949219
Baseline_NoInoc,neutral,16,first_response,6,0.857940673828125,1.2854576110839844
Baseline_NoInoc,neutral,16,mean_5_response,6,-0.4555091857910156,-0.20766830444335938
Baseline_NoInoc,neutral,24,last_prompt,6,11.233642578125,6.007133483886719
Baseline_NoInoc,neutral,24,first_response,6,1.5441856384277344,3.4686317443847656
Baseline_NoInoc,neutral,24,mean_5_response,6,-1.3791999816894531,-0.5711479187011719
Baseline_NoInoc,neutral,32,last_prompt,6,15.162239074707031,6.274299621582031
Baseline_NoInoc,neutral,32,first_response,6,6.965572357177734,7.527828216552734
Baseline_NoInoc,neutral,32,mean_5_response,6,-0.07773208618164062,-1.0429611206054688
Baseline_NoInoc,spanish_inoculation,16,last_prompt,6,5.848823547363281,1.4992103576660156
Baseline_NoInoc,spanish_inoculation,16,first_response,6,-1.0206451416015625,-7.0742692947387695
Baseline_NoInoc,spanish_inoculation,16,mean_5_response,6,-10.531187057495117,-8.651914596557617
Baseline_NoInoc,spanish_inoculation,24,last_prompt,6,11.822273254394531,5.190643310546875
Baseline_NoInoc,spanish_inoculation,24,first_response,6,-4.869633436203003,-15.947694301605225
Baseline_NoInoc,spanish_inoculation,24,mean_5_response,6,-13.160685539245605,-11.441017150878906
Baseline_NoInoc,spanish_inoculation,32,last_prompt,6,13.885990142822266,6.448516845703125
Baseline_NoInoc,spanish_inoculation,32,first_response,6,-7.633729934692383,-15.73434829711914
Baseline_NoInoc,spanish_inoculation,32,mean_5_response,6,-16.041504859924316,-14.339569091796875
Baseline_NoInoc,neutral,16,last_prompt,7,7.2091827392578125,2.922607421875
Baseline_NoInoc,neutral,16,first_response,7,-0.6129379272460938,1.4189720153808594
Baseline_NoInoc,neutral,16,mean_5_response,7,-1.7330131530761719,-0.8578224182128906
Baseline_NoInoc,neutral,24,last_prompt,7,11.746383666992188,7.024875640869141
Baseline_NoInoc,neutral,24,first_response,7,4.693611145019531,6.601818084716797
Baseline_NoInoc,neutral,24,mean_5_response,7,-0.9999961853027344,-0.17439651489257812
Baseline_NoInoc,neutral,32,last_prompt,7,14.96649169921875,7.560981750488281
Baseline_NoInoc,neutral,32,first_response,7,4.63494873046875,6.4338836669921875
Baseline_NoInoc,neutral,32,mean_5_response,7,-1.6882171630859375,-1.9432601928710938
Baseline_NoInoc,spanish_inoculation,16,last_prompt,7,7.509204864501953,2.7616844177246094
Baseline_NoInoc,spanish_inoculation,16,first_response,7,-16.290334701538086,-13.03853988647461
Baseline_NoInoc,spanish_inoculation,16,mean_5_response,7,-12.406328201293945,-7.661079406738281
Baseline_NoInoc,spanish_inoculation,24,last_prompt,7,12.539596557617188,6.225578308105469
Baseline_NoInoc,spanish_inoculation,24,first_response,7,-11.644771575927734,-11.51340103149414
Baseline_NoInoc,spanish_inoculation,24,mean_5_response,7,-14.17526058666408,-8.82237434387207
Baseline_NoInoc,spanish_inoculation,32,last_prompt,7,11.986644744873047,5.132747650146484
Baseline_NoInoc,spanish_inoculation,32,first_response,7,-16.12897777557373,-17.717689514160156
Baseline_NoInoc,spanish_inoculation,32,mean_5_response,7,-14.254940032958984,-11.939640045166016
Baseline_NoInoc,neutral,16,last_prompt,8,6.702419281005859,2.5030364990234375
Baseline_NoInoc,neutral,16,first_response,8,3.2997398376464844,4.0768890380859375
Baseline_NoInoc,neutral,16,mean_5_response,8,0.5526161193847656,0.340789794921875
Baseline_NoInoc,neutral,24,last_prompt,8,11.338264465332031,6.576789855957031
Baseline_NoInoc,neutral,24,first_response,8,5.677059173583984,8.004779815673828
Baseline_NoInoc,neutral,24,mean_5_response,8,3.2320098876953125,2.9723739624023438
Baseline_NoInoc,neutral,32,last_prompt,8,13.033905029296875,5.642913818359375
Baseline_NoInoc,neutral,32,first_response,8,8.755638122558594,9.813072204589844
Baseline_NoInoc,neutral,32,mean_5_response,8,-0.328338623046875,-1.30657958984375
Baseline_NoInoc,spanish_inoculation,16,last_prompt,8,7.963478088378906,2.9266204833984375
Baseline_NoInoc,spanish_inoculation,16,first_response,8,-12.12054443359375,-12.304208755493164
Baseline_NoInoc,spanish_inoculation,16,mean_5_response,8,-13.13060712814331,-8.638021469116211
Baseline_NoInoc,spanish_inoculation,24,last_prompt,8,12.604682922363281,6.3353271484375
Baseline_NoInoc,spanish_inoculation,24,first_response,8,-7.355299949645996,-11.136053085327148
Baseline_NoInoc,spanish_inoculation,24,mean_5_response,8,-12.319631576538086,-8.826702117919922
Baseline_NoInoc,spanish_inoculation,32,last_prompt,8,12.194480895996094,5.578403472900391
Baseline_NoInoc,spanish_inoculation,32,first_response,8,-17.777035236358643,-22.250988006591797
Baseline_NoInoc,spanish_inoculation,32,mean_5_response,8,-17.044933319091797,-14.52457046508789
Baseline_NoInoc,neutral,16,last_prompt,9,6.086200714111328,2.0177345275878906
Baseline_NoInoc,neutral,16,first_response,9,21.382747650146484,16.676151275634766
Baseline_NoInoc,neutral,16,mean_5_response,9,34.343618392944336,37.4559907913208
Baseline_NoInoc,neutral,24,last_prompt,9,11.533634185791016,5.797782897949219
Baseline_NoInoc,neutral,24,first_response,9,37.10679054260254,33.42268753051758
Baseline_NoInoc,neutral,24,mean_5_response,9,47.56453728675842,53.63011837005615
Baseline_NoInoc,neutral,32,last_prompt,9,13.96307373046875,3.7823333740234375
Baseline_NoInoc,neutral,32,first_response,9,61.55846309661865,61.13114833831787
Baseline_NoInoc,neutral,32,mean_5_response,9,67.75627315044403,78.49939060211182
Baseline_NoInoc,spanish_inoculation,16,last_prompt,9,7.355918884277344,2.764575958251953
Baseline_NoInoc,spanish_inoculation,16,first_response,9,-13.843870162963867,-10.099529266357422
Baseline_NoInoc,spanish_inoculation,16,mean_5_response,9,-10.908370971679688,-6.749382019042969
Baseline_NoInoc,spanish_inoculation,24,last_prompt,9,12.756172180175781,5.5532684326171875
Baseline_NoInoc,spanish_inoculation,24,first_response,9,-11.775373458862305,-10.809371948242188
Baseline_NoInoc,spanish_inoculation,24,mean_5_response,9,-12.123345375061035,-7.495355606079102
Baseline_NoInoc,spanish_inoculation,32,last_prompt,9,9.372814178466797,4.098930358886719
Baseline_NoInoc,spanish_inoculation,32,first_response,9,-16.616171836853027,-19.410499572753906
Baseline_NoInoc,spanish_inoculation,32,mean_5_response,9,-14.667520523071289,-13.87527084350586
Baseline_NoInoc,neutral,16,last_prompt,10,5.542411804199219,1.8406600952148438
Baseline_NoInoc,neutral,16,first_response,10,-2.231616973876953,0.6907005310058594
Baseline_NoInoc,neutral,16,mean_5_response,10,-2.527130126953125,-1.3981170654296875
Baseline_NoInoc,neutral,24,last_prompt,10,11.711284637451172,6.041465759277344
Baseline_NoInoc,neutral,24,first_response,10,3.7265548706054688,6.5198516845703125
Baseline_NoInoc,neutral,24,mean_5_response,10,-0.5302085876464844,0.7714042663574219
Baseline_NoInoc,neutral,32,last_prompt,10,14.806461334228516,6.914878845214844
Baseline_NoInoc,neutral,32,first_response,10,8.060749053955078,9.434436798095703
Baseline_NoInoc,neutral,32,mean_5_response,10,-3.82916259765625,-3.4565505981445312
Baseline_NoInoc,spanish_inoculation,16,last_prompt,10,5.829189300537109,1.6315269470214844
Baseline_NoInoc,spanish_inoculation,16,first_response,10,7.040925979614258,-2.864889144897461
Baseline_NoInoc,spanish_inoculation,16,mean_5_response,10,-10.021735668182373,-8.139215469360352
Baseline_NoInoc,spanish_inoculation,24,last_prompt,10,11.426227569580078,4.998622894287109
Baseline_NoInoc,spanish_inoculation,24,first_response,10,18.116082191467285,2.4313716888427734
Baseline_NoInoc,spanish_inoculation,24,mean_5_response,10,-7.8612284660339355,-6.969369411468506
Baseline_NoInoc,spanish_inoculation,32,last_prompt,10,11.416004180908203,5.516757965087891
Baseline_NoInoc,spanish_inoculation,32,first_response,10,9.702362060546875,0.7707614898681641
Baseline_NoInoc,spanish_inoculation,32,mean_5_response,10,-11.436644554138184,-11.598388671875
Baseline_NoInoc,neutral,16,last_prompt,11,6.873512268066406,2.4892234802246094
Baseline_NoInoc,neutral,16,first_response,11,20.756473541259766,11.040979385375977
Baseline_NoInoc,neutral,16,mean_5_response,11,37.552663803100586,39.8971061706543
Baseline_NoInoc,neutral,24,last_prompt,11,12.99752426147461,8.107429504394531
Baseline_NoInoc,neutral,24,first_response,11,33.74608325958252,26.11047077178955
Baseline_NoInoc,neutral,24,mean_5_response,11,50.37942934036255,55.965946674346924
Baseline_NoInoc,neutral,32,last_prompt,11,13.498176574707031,6.553951263427734
Baseline_NoInoc,neutral,32,first_response,11,63.803016662597656,61.08448314666748
Baseline_NoInoc,neutral,32,mean_5_response,11,75.81263780593872,84.40993928909302
Baseline_NoInoc,spanish_inoculation,16,last_prompt,11,7.279476165771484,2.4028778076171875
Baseline_NoInoc,spanish_inoculation,16,first_response,11,-13.815591812133789,-10.384069442749023
Baseline_NoInoc,spanish_inoculation,16,mean_5_response,11,-8.977079391479492,-5.260648727416992
Baseline_NoInoc,spanish_inoculation,24,last_prompt,11,13.650184631347656,7.467529296875
Baseline_NoInoc,spanish_inoculation,24,first_response,11,-14.04588508605957,-9.306585311889648
Baseline_NoInoc,spanish_inoculation,24,mean_5_response,11,-14.178813714534044,-8.897064208984375
Baseline_NoInoc,spanish_inoculation,32,last_prompt,11,15.944133758544922,8.150165557861328
Baseline_NoInoc,spanish_inoculation,32,first_response,11,-17.108049392700195,-19.058670043945312
Baseline_NoInoc,spanish_inoculation,32,mean_5_response,11,-15.936746597290039,-13.568302154541016
Baseline_NoInoc,neutral,16,last_prompt,12,6.6696319580078125,2.658527374267578
Baseline_NoInoc,neutral,16,first_response,12,5.285221099853516,2.8310317993164062
Baseline_NoInoc,neutral,16,mean_5_response,12,0.8085784912109375,1.3941879272460938
Baseline_NoInoc,neutral,24,last_prompt,12,11.373741149902344,6.489513397216797
Baseline_NoInoc,neutral,24,first_response,12,9.002555847167969,7.412174224853516
Baseline_NoInoc,neutral,24,mean_5_response,12,-1.2515220642089844,-0.3072319030761719
Baseline_NoInoc,neutral,32,last_prompt,12,16.093425750732422,7.906486511230469
Baseline_NoInoc,neutral,32,first_response,12,21.990703582763672,19.69537353515625
Baseline_NoInoc,neutral,32,mean_5_response,12,4.68695068359375,3.956573486328125
Baseline_NoInoc,spanish_inoculation,16,last_prompt,12,7.582572937011719,2.9210739135742188
Baseline_NoInoc,spanish_inoculation,16,first_response,12,-11.118902206420898,-10.169960021972656
Baseline_NoInoc,spanish_inoculation,16,mean_5_response,12,-8.443084716796875,-0.7135486602783203
Baseline_NoInoc,spanish_inoculation,24,last_prompt,12,11.517154693603516,5.605365753173828
Baseline_NoInoc,spanish_inoculation,24,first_response,12,-7.081018447875977,-9.241537094116211
Baseline_NoInoc,spanish_inoculation,24,mean_5_response,12,-13.99849534034729,-9.749669075012207
Baseline_NoInoc,spanish_inoculation,32,last_prompt,12,10.140296936035156,4.729412078857422
Baseline_NoInoc,spanish_inoculation,32,first_response,12,-13.24991750717163,-19.249767303466797
Baseline_NoInoc,spanish_inoculation,32,mean_5_response,12,-17.77872657775879,-19.698707580566406
Baseline_NoInoc,neutral,16,last_prompt,13,6.6892852783203125,2.0423851013183594
Baseline_NoInoc,neutral,16,first_response,13,22.588253021240234,17.488279342651367
Baseline_NoInoc,neutral,16,mean_5_response,13,40.15260124206543,40.06095504760742
Baseline_NoInoc,neutral,24,last_prompt,13,10.580326080322266,5.3748016357421875
Baseline_NoInoc,neutral,24,first_response,13,35.01487731933594,30.93037986755371
Baseline_NoInoc,neutral,24,mean_5_response,13,39.25650039315224,43.44697713851929
Baseline_NoInoc,neutral,32,last_prompt,13,11.097312927246094,3.3598709106445312
Baseline_NoInoc,neutral,32,first_response,13,61.57882118225098,59.010297775268555
Baseline_NoInoc,neutral,32,mean_5_response,13,63.65185236930847,72.61491250991821
Baseline_NoInoc,spanish_inoculation,16,last_prompt,13,7.359870910644531,2.4846267700195312
Baseline_NoInoc,spanish_inoculation,16,first_response,13,-12.305423736572266,7.4738311767578125
Baseline_NoInoc,spanish_inoculation,16,mean_5_response,13,-7.927450180053711,19.704894065856934
Baseline_NoInoc,spanish_inoculation,24,last_prompt,13,11.613712310791016,5.1301116943359375
Baseline_NoInoc,spanish_inoculation,24,first_response,13,-7.367688179016113,10.376766204833984
Baseline_NoInoc,spanish_inoculation,24,mean_5_response,13,-10.79072093963623,17.5432767868042
Baseline_NoInoc,spanish_inoculation,32,last_prompt,13,11.810554504394531,5.7216949462890625
Baseline_NoInoc,spanish_inoculation,32,first_response,13,-15.622931957244873,3.223115921020508
Baseline_NoInoc,spanish_inoculation,32,mean_5_response,13,-10.675048828125,16.753089904785156
Baseline_NoInoc,neutral,16,last_prompt,14,5.856266021728516,2.28387451171875
Baseline_NoInoc,neutral,16,first_response,14,9.860103607177734,4.382314682006836
Baseline_NoInoc,neutral,16,mean_5_response,14,3.7398529052734375,2.479534149169922
Baseline_NoInoc,neutral,24,last_prompt,14,11.381023406982422,6.6816864013671875
Baseline_NoInoc,neutral,24,first_response,14,12.331184387207031,9.038898468017578
Baseline_NoInoc,neutral,24,mean_5_response,14,4.602237701416016,4.128852844238281
Baseline_NoInoc,neutral,32,last_prompt,14,13.069900512695312,7.2059326171875
Baseline_NoInoc,neutral,32,first_response,14,14.059574127197266,9.283210754394531
Baseline_NoInoc,neutral,32,mean_5_response,14,1.9068984985351562,1.6047744750976562
Baseline_NoInoc,spanish_inoculation,16,last_prompt,14,6.676532745361328,2.3190460205078125
Baseline_NoInoc,spanish_inoculation,16,first_response,14,-37.85641784965992,-30.536795616149902
Baseline_NoInoc,spanish_inoculation,16,mean_5_response,14,-15.87069320678711,-8.700254440307617
Baseline_NoInoc,spanish_inoculation,24,last_prompt,14,12.418514251708984,5.990848541259766
Baseline_NoInoc,spanish_inoculation,24,first_response,14,-36.42933750152588,-34.07842540740967
Baseline_NoInoc,spanish_inoculation,24,mean_5_response,14,-23.808826446533203,-17.74975299835205
Baseline_NoInoc,spanish_inoculation,32,last_prompt,14,12.848270416259766,6.129215240478516
Baseline_NoInoc,spanish_inoculation,32,first_response,14,-44.044907569885254,-49.38931179046631
Baseline_NoInoc,spanish_inoculation,32,mean_5_response,14,-26.092527627944946,-26.532825469970703
Baseline_NoInoc,neutral,16,last_prompt,15,7.604530334472656,3.06378173828125
Baseline_NoInoc,neutral,16,first_response,15,18.010353088378906,4.675056457519531
Baseline_NoInoc,neutral,16,mean_5_response,15,24.48331069946289,40.675604820251465
Baseline_NoInoc,neutral,24,last_prompt,15,12.687614440917969,7.004650115966797
Baseline_NoInoc,neutral,24,first_response,15,22.57125473022461,6.946750640869141
Baseline_NoInoc,neutral,24,mean_5_response,15,25.33622932434082,46.559550285339355
Baseline_NoInoc,neutral,32,last_prompt,15,12.843574523925781,4.709739685058594
Baseline_NoInoc,neutral,32,first_response,15,29.15955352783203,5.938899993896484
Baseline_NoInoc,neutral,32,mean_5_response,15,32.64881896972656,51.187416076660156
Baseline_NoInoc,spanish_inoculation,16,last_prompt,15,7.408641815185547,2.49383544921875
Baseline_NoInoc,spanish_inoculation,16,first_response,15,-18.17429542541504,-17.34087562561035
Baseline_NoInoc,spanish_inoculation,16,mean_5_response,15,-14.841522216796875,-10.44731330871582
Baseline_NoInoc,spanish_inoculation,24,last_prompt,15,11.669830322265625,5.010166168212891
Baseline_NoInoc,spanish_inoculation,24,first_response,15,-11.985673904418945,-15.408634185791016
Baseline_NoInoc,spanish_inoculation,24,mean_5_response,15,-15.33283805847168,-12.789501190185547
Baseline_NoInoc,spanish_inoculation,32,last_prompt,15,10.652629852294922,4.392635345458984
Baseline_NoInoc,spanish_inoculation,32,first_response,15,-16.095545768737793,-21.219341278076172
Baseline_NoInoc,spanish_inoculation,32,mean_5_response,15,-15.29811954498291,-15.327613830566406
Baseline_NoInoc,neutral,16,last_prompt,16,6.193935394287109,2.209747314453125
Baseline_NoInoc,neutral,16,first_response,16,4.491634368896484,4.235530853271484
Baseline_NoInoc,neutral,16,mean_5_response,16,0.269866943359375,0.3940925598144531
Baseline_NoInoc,neutral,24,last_prompt,16,12.290191650390625,7.73577880859375
Baseline_NoInoc,neutral,24,first_response,16,10.689390182495117,12.083048820495605
Baseline_NoInoc,neutral,24,mean_5_response,16,0.33457183837890625,1.0181999206542969
Baseline_NoInoc,neutral,32,last_prompt,16,15.67404556274414,9.385688781738281
Baseline_NoInoc,neutral,32,first_response,16,15.739822387695312,17.182598114013672
Baseline_NoInoc,neutral,32,mean_5_response,16,1.7891616821289062,1.9818954467773438
Baseline_NoInoc,spanish_inoculation,16,last_prompt,16,6.666683197021484,2.202777862548828
Baseline_NoInoc,spanish_inoculation,16,first_response,16,-4.0008392333984375,-9.129119873046875
Baseline_NoInoc,spanish_inoculation,16,mean_5_response,16,-11.42716121673584,-8.637165069580078
Baseline_NoInoc,spanish_inoculation,24,last_prompt,16,12.717918395996094,6.9987335205078125
Baseline_NoInoc,spanish_inoculation,24,first_response,16,4.758143901824951,-4.440974235534668
Baseline_NoInoc,spanish_inoculation,24,mean_5_response,16,-10.813740253448486,-8.689674139022827
Baseline_NoInoc,spanish_inoculation,32,last_prompt,16,14.35037612915039,7.156780242919922
Baseline_NoInoc,spanish_inoculation,32,first_response,16,-2.681753158569336,-7.996524810791016
Baseline_NoInoc,spanish_inoculation,32,mean_5_response,16,-11.338364958763123,-10.905576705932617
Baseline_NoInoc,neutral,16,last_prompt,17,7.202838897705078,2.5672531127929688
Baseline_NoInoc,neutral,16,first_response,17,25.77659034729004,27.759288787841797
Baseline_NoInoc,neutral,16,mean_5_response,17,40.78061103820801,42.1004855632782
Baseline_NoInoc,neutral,24,last_prompt,17,11.21445083618164,5.183677673339844
Baseline_NoInoc,neutral,24,first_response,17,33.12980079650879,37.16425132751465
Baseline_NoInoc,neutral,24,mean_5_response,17,45.82035934925079,45.27605175971985
Baseline_NoInoc,neutral,32,last_prompt,17,14.068843841552734,5.159351348876953
Baseline_NoInoc,neutral,32,first_response,17,50.215248107910156,40.99007797241211
Baseline_NoInoc,neutral,32,mean_5_response,17,56.0196647644043,50.7238712310791
